address,price,sold_date,sold_type,bedrooms,bathroom,car_space,land_size (m2),house_type
"77 The Ridge,MOUNT ELIZA VIC ss7,",1150000,02 Mar 2015,private treaty,5,4,4.0,40.0,House
"4 Idinia Court,DONCASTER VIC ss",1311000,28 Feb 2015,private treaty,5,4,4.0,852.0,House
"61 London Bridge Road,PORTSEA VIC ss1,",2520000,25 Feb 2015,private treaty,5,4,4.0,400.0,House
"4 Tirhatuan Drive,ROWVILLE VIC ss1,",975000,10 Feb 2015,private treaty,5,4,4.0,40.0,House
"8 Monckton Road,TEMPLESTOWE VIC ss4,",2300000,23 Jan 2015,private treaty,5,4,4.0,47.0,House
"16 Williams Road,PARK ORCHARDS VIC ss",3100000,21 Jan 2015,private treaty,5,4,4.0,47.0,House
"16 Montague Avenue,GLEN IRIS VIC ss",2225000,06 Dec 2014,private treaty,5,4,4.0,47.0,House
"16 Hillard Street,MALVERN EAST VIC ss",2375000,06 Dec 2014,auction,5,4,4.0,47.0,House
"8 Rasmussen Drive,TEMPLESTOWE VIC ss4,",1880000,22 Nov 2014,private treaty,5,4,4.0,46.0,House
"120 Belmore Road,BALWYN VIC ss",3500000,17 Nov 2014,private treaty,5,4,4.0,46.0,House
"15 Hillside Parade,GLEN IRIS VIC ss",1860000,12 Nov 2014,private treaty,5,4,4.0,743.0,House
"1-4/2 Maysbury Avenue,ELSTERNWICK VIC ss",1440000,10 Nov 2014,auction,5,4,4.0,743.0,House
"8 Pleasant View Crescent,WHEELERS HILL VIC ss",3160000,25 Oct 2014,private treaty,5,4,4.0,743.0,House
"42 Essex Road,SURREY HILLS VIC ss",1910000,18 Oct 2014,auction,5,4,4.0,743.0,House
"41 Pacific Drive,TORQUAY VIC ss",817000,13 Oct 2014,private treaty,5,4,4.0,578.0,House
"28 Bamfield Close,TEMPLESTOWE VIC ss4,",3850000,17 Sep 2014,private treaty,5,4,4.0,66.0,House
"160 Dendy Street,BRIGHTON EAST VIC ss",2385000,13 Sep 2014,auction,5,4,4.0,66.0,House
"20 Salisbury Avenue,MONT ALBERT VIC ss",2220000,13 Sep 2014,auction,5,4,4.0,66.0,House
"415 Sunnyside Road,WONGARRA VIC ss35.61ha",2000000,10 Sep 2014,private treaty,5,4,4.0,66.0,House
"10 Meldrum Street,KEW EAST VIC ss",2400000,23 Aug 2014,private treaty,5,4,4.0,66.0,House
"12 Alpha Street,BALWYN NORTH VIC ss",3660000,07 Jul 2014,private treaty,5,4,4.0,66.0,House
"27 Glenroy Road,HAWTHORN VIC ss",3000000,01 Jun 2014,private treaty,5,4,4.0,66.0,House
"24 Gold Memorial Road,WARRANDYTE VIC ss2.02ha",1065000,31 May 2014,private treaty,5,4,4.0,66.0,House
"19 Balcombe Street,MORNINGTON VIC ss",1425000,23 May 2014,private treaty,5,4,4.0,904.0,House
"29 Brazilia Drive,GLEN WAVERLEY VIC ss1,",2416000,10 May 2014,auction,5,4,4.0,145.0,House
"10 The Ridgeway,IVANHOE VIC ss",2950000,28 Apr 2014,private treaty,5,4,4.0,843.0,House
"55-57 Murrindal Drive,ROWVILLE VIC ss",1055000,08 Apr 2014,private treaty,5,4,4.0,843.0,House
"354 Dandenong Road,ST KILDA EAST VIC ss",2100000,04 Apr 2014,private treaty,5,4,4.0,843.0,House
"23 Swallow Court,PATTERSON LAKES VIC ss",1650000,15 Mar 2014,private treaty,5,4,4.0,843.0,House
"41 Wildcoast Road,PORTSEA VIC ss",1800000,04 Mar 2014,private treaty,5,4,4.0,,Vacant land
"72 Panoramic Road,BALWYN NORTH VIC ss",2880000,01 Mar 2014,private treaty,5,4,4.0,,House
"854 Toorak Road,HAWTHORN EAST VIC ss",1665000,28 Feb 2014,auction,5,4,4.0,999.0,House
"9 Pygmalion Rise,WARRANDYTE VIC ss",1475000,22 Feb 2014,auction,5,4,4.0,999.0,House
"27 Sunset Crescent,MOUNT ELIZA VIC ss2,",1430000,02 Jan 2014,private treaty,5,4,4.0,763.0,House
"4 Herbert Street,MOUNT WAVERLEY VIC ss",1460000,02 Dec 2013,private treaty,5,4,4.0,763.0,House
"46 Cromwell Street,CAULFIELD NORTH VIC ss",2388000,22 Nov 2013,auction,5,4,4.0,763.0,House
"87 Fortuna Avenue,BALWYN NORTH VIC ss",2700000,11 Nov 2013,private treaty,5,4,4.0,763.0,House
"72 Broderick Road,CARRUM DOWNS VIC ss",535000,10 Oct 2013,private treaty,5,4,4.0,763.0,House
"69 Verdon Street,WILLIAMSTOWN VIC ss",2250000,05 Oct 2013,,5,4,4.0,900.0,House
"51 Hosken Street,BALWYN NORTH VIC ss",4075000,04 Oct 2013,private treaty,5,4,4.0,735.0,House
"4 Fairview Road,MOUNT WAVERLEY VIC ss",1415000,23 Sep 2013,private treaty,5,4,4.0,724.0,House
"4 Fairview Road,MOUNT WAVERLEY VIC ss",1415000,23 Sep 2013,private treaty,5,4,4.0,724.0,House
"40 Fourth,RAYMOND ISLAND VIC ss",340000,11 Sep 2013,private treaty,5,4,4.0,724.0,House
"4 Glen Road,TOORAK VIC ss",4010000,21 Aug 2013,private treaty,5,4,4.0,724.0,House
"590 STEELE'S ROAD,BROADFORD VIC ss",850000,03 Jul 2013,private treaty,5,4,4.0,724.0,House
"5 Waites Court,TEMPLESTOWE VIC ss4,",1401000,29 Jun 2013,auction,5,4,4.0,379.0,House
"2 Shearwater Drive,MOUNT MARTHA VIC ss",1410000,18 Apr 2013,private treaty,5,4,4.0,379.0,House
"5 Selsdon Terrace,DONVALE VIC ss",2610000,23 Feb 2013,auction,5,4,4.0,379.0,House
"56 McCubbin Drive,TAYLORS LAKES VIC ss",830000,16 Feb 2013,auction,5,4,4.0,379.0,House
"83 Riviera Road,AVONDALE HEIGHTS VIC ss",1675000,13 Dec 2012,private treaty,5,4,4.0,379.0,House
"4a Selsdon Terrace,DONVALE VIC ss",1450000,08 Nov 2012,private treaty,5,4,4.0,379.0,House
"5 Hill Edge Court,LYSTERFIELD SOUTH VIC ss",1200000,12 Sep 2012,private treaty,5,4,4.0,379.0,House
"27 Hartley Road,WONGA PARK VIC ss6.88ha",1800000,29 Jul 2012,private treaty,5,4,4.0,379.0,House
"12 Mais Street,RESERVOIR VIC ss",662000,21 Apr 2012,auction,5,4,4.0,379.0,House
"7 Rebecca Close,WHEELERS HILL VIC ss",1035000,15 Apr 2012,private treaty,5,4,4.0,765.0,House
"57 Cityview Road,BALWYN NORTH VIC ss",2900000,03 Apr 2012,private treaty,5,4,4.0,765.0,House
"17 Huntingfield Road,BRIGHTON VIC ss",3550000,01 Feb 2012,private treaty,5,4,4.0,765.0,House
"13 Banks Place,SHEPPARTON VIC ss1,",545000,20 Dec 2011,private treaty,5,4,4.0,195.0,House
"55 King Street,ESSENDON VIC ss",2010000,27 Sep 2011,private treaty,5,4,4.0,810.0,House
"92 Newmans Road,TEMPLESTOWE VIC ss",2150000,15 Aug 2011,private treaty,5,4,4.0,810.0,House
"10 Letchworth Avenue,BRIGHTON EAST VIC ss",2250000,12 Aug 2011,sold prior to auction,5,4,4.0,810.0,House
"64 Harold Rd,SPRINGVALE SOUTH VIC ss",760000,30 Apr 2011,auction,5,4,4.0,810.0,House
"18 Manor Street,BRIGHTON VIC ss1,",6500000,04 Apr 2011,private treaty,5,4,4.0,348.0,House
"36 Kingston Way,MOOROOLBARK VIC ss",920000,31 Dec 2010,private treaty,5,4,4.0,348.0,House
"382 Derrimut Road,HOPPERS CROSSING VIC ss4,",1030000,02 Dec 2010,private treaty,5,4,4.0,52.0,House
"55 Donaldson Road,KANGAROO GROUND VIC ss4.86ha",1550000,16 Nov 2010,private treaty,5,4,4.0,52.0,House
"67 Grange Drive,LYSTERFIELD VIC ss",2640000,17 Oct 2010,private treaty,5,4,4.0,52.0,House
"67 Two Bays Road,MOUNT ELIZA VIC ss",825000,09 Oct 2010,private treaty,5,4,4.0,52.0,House
"2 Homewood Rise,WARRANDYTE VIC ss",1553000,13 Sep 2010,private treaty,5,4,4.0,52.0,House
"31 Logan Court,LYSTERFIELD VIC ss",3700000,08 Sep 2010,private treaty,5,4,4.0,52.0,House
"7 Tandarook Crescent,DONVALE VIC ss",1280000,28 Aug 2010,auction,5,4,4.0,52.0,House
"7 Beckett Court,LOWER PLENTY VIC ss",3600000,24 Jul 2010,auction,5,4,4.0,52.0,House
"13 Cherry Hill Way,CHIRNSIDE PARK VIC ss",1500500,13 Jul 2010,private treaty,5,4,4.0,52.0,House
"88 McGowans Road,DONVALE VIC ss4,",1385000,12 Jun 2010,auction,5,4,4.0,254.0,House
"16-18 Smiths Road,TEMPLESTOWE VIC ss",2225000,28 May 2010,auction,5,4,4.0,254.0,House
"52 Drummond Street,GREENVALE VIC ss",1200000,22 May 2010,auction,5,4,4.0,254.0,House
"9a Read Street,TEMPLESTOWE VIC ss",3800000,23 Apr 2010,private treaty,5,4,4.0,254.0,House
"336 Church Road,TEMPLESTOWE VIC ss",2650000,15 Apr 2010,auction,5,4,4.0,254.0,House
"3 Birdwood Street,PARKDALE VIC ss",1620000,12 Apr 2010,private treaty,5,4,4.0,597.0,House
"59 First Street,BLACK ROCK VIC ss",1840000,11 Feb 2010,sold prior to auction,5,4,4.0,597.0,House
"2 Wellington Road,WARBURTON VIC ss",758000,29 Dec 2009,private treaty,5,4,4.0,597.0,House
SOUTH YARRA VIC ss,5250000,25 Aug 2009,private treaty,5,4,4.0,597.0,House
"6 Berrima Road,DONVALE VIC ss",1620000,15 Aug 2009,auction,5,4,4.0,597.0,House
"218 Pitt Street,ELTHAM VIC ss",935000,15 May 2009,private treaty,5,4,4.0,597.0,House
TEMPLESTOWE VIC ss,1700000,24 Apr 2009,private treaty,5,4,4.0,597.0,House
"17 Greendale-trentham Road,GREENDALE VIC ss1.42ha",935000,11 Mar 2025,private treaty,5,4,5.0,597.0,House
"36 Dawson Avenue,BRIGHTON VIC ss",8500000,08 Feb 2025,auction,5,4,5.0,771.0,House
"15 Paynters Road,WONGA PARK VIC ss4,",2500000,09 Dec 2024,private treaty,5,4,5.0,9.0,House
"4 Lascelles Avenue,TOORAK VIC ss1,",15260000,01 Nov 2024,private treaty,5,4,5.0,366.0,House
"70 Fenton Street,ASCOT VALE VIC ss",3365000,19 Oct 2024,private treaty,5,4,5.0,770.0,House
"23 Huntingfield Road,BRIGHTON VIC ss",6210000,18 Sep 2024,private treaty,5,4,5.0,689.0,House
"6 Cranham Street,CAULFIELD VIC ss",5850000,15 Sep 2024,auction,5,4,5.0,746.0,House
"4 Narmbool Street,MANIFOLD HEIGHTS VIC ss",2125000,07 Sep 2024,auction,5,4,5.0,696.0,House
"74 Robert Street,LALOR VIC ss3,",1495000,05 Aug 2024,auction,5,4,5.0,945.0,House
"17 Jacaranda Crescent,MORNINGTON VIC ss1,",2080000,30 Jul 2024,private treaty,5,4,5.0,2.0,House
"22 Tyssen Street,WARRAGUL VIC ss5,",1640000,10 Jun 2024,private treaty,5,4,5.0,246.0,House
"60 Graham Road,HIGHETT VIC ss",1750000,11 May 2024,auction,5,4,5.0,700.0,House
"46 ALMA ROAD,ST KILDA VIC ss",4500000,06 May 2024,,5,4,5.0,783.0,House
"4 San Remo Drive,WERRIBEE VIC ss",976000,06 May 2024,private treaty,5,4,5.0,994.0,House
"13a Marriage Road,BRIGHTON EAST VIC ss",3900000,04 May 2024,sold prior to auction,5,4,5.0,994.0,House
"9 Warrandyte Road,LANGWARRIN VIC ss",830000,30 Apr 2024,private treaty,5,4,5.0,908.0,House
"17-19 Arundel Road,PARK ORCHARDS VIC ss2,",3488000,30 Apr 2024,private treaty,5,4,5.0,54.0,House
"5 Lindenderry Circuit,MORNINGTON VIC ss3,",2770000,12 Apr 2024,private treaty,5,4,5.0,150.0,House
"645 Hawthorn Road,BRIGHTON EAST VIC ss",3339000,20 Mar 2024,private treaty,5,4,5.0,611.0,House
"37 Mary Street,HAWTHORN VIC ss2,",18200000,12 Mar 2024,private treaty,5,4,5.0,88.0,House
"36 Dawson Avenue,BRIGHTON VIC ss",9500000,29 Feb 2024,private treaty,5,4,5.0,771.0,House
"249 Bungower Road,SOMERVILLE VIC ss23,",2900000,30 Jan 2024,private treaty,5,4,5.0,471.0,House
"5 Marblelight Way,CLYDE NORTH VIC ss",1500000,04 Jan 2024,private treaty,5,4,5.0,630.0,House
"59 Wollaston Road,WARRNAMBOOL VIC ss",650000,21 Dec 2023,private treaty,5,4,5.0,981.0,House
"13 Rowland Street,KEW VIC ss",9000000,06 Dec 2023,private treaty,5,4,5.0,981.0,House
"23 Riversdale Road,HAWTHORN VIC ss1,",4900000,14 Nov 2023,private treaty,5,4,5.0,424.0,House
"32 Kelway Crescent,ELTHAM NORTH VIC ss1,",1709100,25 Oct 2023,private treaty,5,4,5.0,434.0,House
"681-683 Park Road,PARK ORCHARDS VIC ss2,",1918000,19 Sep 2023,private treaty,5,4,5.0,74.0,House
"61 Pine Road,SHEPPARTON VIC ss1,",985000,01 Sep 2023,private treaty,5,4,5.0,100.0,House
"15 Hayes Street,BENTLEIGH VIC ss",3560000,26 Aug 2023,auction,5,4,5.0,633.0,House
"18 Hanby Street,BRIGHTON VIC ss",6700000,28 Jul 2023,private treaty,5,4,5.0,633.0,House
"25 Red Bluff Street,BLACK ROCK VIC ss",5732000,27 May 2023,auction,5,4,5.0,791.0,House
"13 Houston Court,BOX HILL SOUTH VIC ss",2680000,27 May 2023,auction,5,4,5.0,705.0,House
"27 Ferncroft Avenue,MALVERN EAST VIC ss",4781000,27 May 2023,private treaty,5,4,5.0,975.0,House
"5 Park Avenue,PLENTY VIC ss4,",3775000,09 May 2023,private treaty,5,4,5.0,114.0,House
"16 Wilson Street,OAKLEIGH VIC ss",2265000,22 Apr 2023,auction,5,4,5.0,114.0,House
"5-7 Charles Street,MOUNT WAVERLEY VIC ss1,",2938000,12 Apr 2023,private treaty,5,4,5.0,318.0,House
"21 Shute Avenue,BERWICK VIC ss",1615000,30 Mar 2023,private treaty,5,4,5.0,866.0,House
"8 Victoria Crescent,MONT ALBERT VIC ss1,",5200000,27 Feb 2023,private treaty,5,4,5.0,651.0,House
"39 Poverty Peak Court,GORDON VIC ss4.05ha",1410000,27 Jan 2023,private treaty,5,4,5.0,651.0,House
"29 Wills Road,WHITTLESEA VIC ss6,",1920000,15 Dec 2022,private treaty,5,4,5.0,133.0,House
"125 South Road,BRIGHTON VIC ss1,",5310000,14 Nov 2022,private treaty,5,4,5.0,226.0,House
"9 Daisy Street,NEWTOWN VIC ss",3850000,13 Oct 2022,private treaty,5,4,5.0,721.0,House
"14 Alfred Street,KEW VIC ss1,",7380000,06 Oct 2022,private treaty,5,4,5.0,3.0,House
"26 Fuchsia Street,BLACKBURN VIC ss1,",4425000,07 Sep 2022,private treaty,5,4,5.0,395.0,House
"28 Bowen Street,CAMBERWELL VIC ss",4750000,01 Aug 2022,private treaty,5,4,5.0,682.0,House
"4 Pratt Close,TAYLORS LAKES VIC ss",1110000,22 Jul 2022,sold prior to auction,5,4,5.0,991.0,House
"371 Auburn Road,HAWTHORN VIC ss",2864000,24 Jun 2022,private treaty,5,4,5.0,690.0,House
"1488 High Street,GLEN IRIS VIC ss",3130000,11 Jun 2022,auction,5,4,5.0,690.0,House
"8 Milton Street,CANTERBURY VIC ss",4680000,04 Jun 2022,private treaty,5,4,5.0,876.0,House
"8 Speers Court,WARRANDYTE VIC ss4,",2020000,31 May 2022,private treaty,5,4,5.0,380.0,House
"19 Culshaw Avenue,CLAYTON SOUTH VIC ss",1790000,30 Apr 2022,private treaty,5,4,5.0,380.0,House
"3 Purley Court,HILLSIDE VIC ss1,",2200000,31 Mar 2022,private treaty,5,4,5.0,264.0,House
"74 Balcombe Drive,MOUNT MARTHA VIC ss1,",2420000,31 Mar 2022,private treaty,5,4,5.0,446.0,House
"45 East Road,BOORHAMAN NORTH VIC ss6ha",1800000,25 Mar 2022,private treaty,5,4,5.0,446.0,House
"933 Riversdale Road,SURREY HILLS VIC ss",2380000,18 Mar 2022,private treaty,5,4,5.0,446.0,House
"23 Arthurs View,FINGAL VIC ss",2350000,16 Mar 2022,private treaty,5,4,5.0,830.0,House
"98 Scott Grove,KINGSBURY VIC ss",1647500,16 Mar 2022,auction,5,4,5.0,830.0,House
"16 Cudmore Street,ESSENDON VIC ss",3400000,12 Mar 2022,private treaty,5,4,5.0,830.0,House
"43 Dawn Avenue,DANDENONG VIC ss",1607000,22 Feb 2022,private treaty,5,4,5.0,830.0,House
"80 Burke Road North,IVANHOE EAST VIC ss",2255000,22 Nov 2021,auction,5,4,5.0,938.0,House
"372 Yarra Road,WONGA PARK VIC ss4,",2200000,12 Nov 2021,private treaty,5,4,5.0,458.0,House
"22 Milan Street,MENTONE VIC ss1,",4880000,10 Nov 2021,auction,5,4,5.0,633.0,House
"39 WOYNA Avenue,CAPEL SOUND VIC ss",1635000,15 Oct 2021,private treaty,5,4,5.0,836.0,House
"29 Park Street,BRIGHTON VIC ss",4825000,01 Oct 2021,private treaty,5,4,5.0,836.0,House
"85-87 Jumping Creek Road,WONGA PARK VIC ss4,",2400000,30 Aug 2021,private treaty,5,4,5.0,46.0,House
"49 Heard Crescent,GISBORNE SOUTH VIC ss2.43ha",2400000,20 Aug 2021,private treaty,5,4,5.0,46.0,House
"30 Tarra Drive,LAKES ENTRANCE VIC ss",849000,20 Aug 2021,private treaty,5,4,5.0,46.0,House
"17 Huntington Grove,COBURG VIC ss",1900000,12 Aug 2021,auction,5,4,5.0,743.0,House
"37 Albert Street,KERANG VIC ss1,",460000,30 Jun 2021,private treaty,5,4,5.0,27.0,House
"169 Clarke Street,NORTHCOTE VIC ss",4100000,28 Jun 2021,private treaty,5,4,5.0,27.0,House
"505 Great Ocean Road,APOLLO BAY VIC ss1.62ha",3400000,05 Jun 2021,private treaty,5,4,5.0,27.0,House
"26 Studley Avenue,KEW VIC ss2,",12510000,30 May 2021,private treaty,5,4,5.0,303.0,House
"24b Melba Parade,ANGLESEA VIC ss",5000000,26 Apr 2021,private treaty,5,4,5.0,920.0,House
"534 Donaldsons Road,ANCONA VIC ss19.42ha",4000000,23 Apr 2021,private treaty,5,4,5.0,920.0,House
"641 Gordons Bridge Road,KINGLAKE VIC ss1.82ha",1300000,24 Mar 2021,private treaty,5,4,5.0,920.0,House
"14 Cheviot Road,PORTSEA VIC ss2,",6000000,13 Mar 2021,private treaty,5,4,5.0,514.0,House
"6 Hillcrest Avenue,KEW VIC ss",6100000,24 Feb 2021,private treaty,5,4,5.0,514.0,House
"1 Ware Place,BERWICK VIC ss",1284400,14 Dec 2020,private treaty,5,4,5.0,514.0,House
"31 Nordsvan Drive,WODONGA VIC ss1,",720000,18 Aug 2020,private treaty,5,4,5.0,849.0,House
"255 Disney Street,BITTERN VIC ss",1175000,10 Jun 2020,private treaty,5,4,5.0,849.0,House
"16 Tom Begg Court,WHEELERS HILL VIC ss",2328000,27 May 2020,private treaty,5,4,5.0,780.0,House
"59 Grange Road,TOORAK VIC ss2,",10250000,22 May 2020,private treaty,5,4,5.0,0.0,House
"30 Moffat Street,BRIGHTON VIC ss",4650000,01 Apr 2020,private treaty,5,4,5.0,0.0,House
"4 Freyne Street,WONGA PARK VIC ss4.15ha",2068000,12 Feb 2020,private treaty,5,4,5.0,0.0,House
"15 Panoramic Terrace,BERWICK VIC ss4,",4525000,05 Feb 2020,private treaty,5,4,5.0,0.0,House
"7 Rosslyn Street,HAWTHORN EAST VIC ss",4510000,30 Nov 2019,auction,5,4,5.0,583.0,House
"8 Berwen Street,CHELSEA VIC ss",2850000,20 Nov 2019,private treaty,5,4,5.0,583.0,House
"10 Pamela Court,WARRANDYTE VIC ss4,",3225000,15 Nov 2019,private treaty,5,4,5.0,2.0,House
"518 Glenferrie Road,HAWTHORN VIC ss1,",6725000,06 Sep 2019,auction,5,4,5.0,297.0,House
"27 Cummins Lane,MOUNT ELIZA VIC ss4,",2160000,08 Jun 2019,private treaty,5,4,5.0,984.0,House
"17 Island View Drive,TYABB VIC ss8,",2200000,01 Apr 2019,private treaty,5,4,5.0,93.0,House
"5 Cypress Point Drive,MOUNT ELIZA VIC ss2,",3575000,29 Mar 2019,private treaty,5,4,5.0,712.0,House
"60 Willis Road,KALLISTA VIC ss4,",935000,05 Feb 2019,private treaty,5,4,5.0,100.0,House
"57 Canterbury Road,WARRNAMBOOL VIC ss1,",850000,14 Dec 2018,private treaty,5,4,5.0,25.0,House
"13-15 Paradise Drive,ST ANDREWS BEACH VIC ss3,",1900000,12 Dec 2018,private treaty,5,4,5.0,356.0,House
"36 Streeton Crescent,IVANHOE EAST VIC ss2,",3025000,03 Dec 2018,private treaty,5,4,5.0,606.0,House
"7 Rita Street,ABERFELDIE VIC ss",1500000,01 Dec 2018,private treaty,5,4,5.0,606.0,House
"40 Murphy Street,SOUTH YARRA VIC ss",8625000,08 Nov 2018,private treaty,5,4,5.0,660.0,House
"3 Purley Court,HILLSIDE VIC ss1,",2050000,24 Sep 2018,private treaty,5,4,5.0,264.0,House
"3 Sandown Street,BRIGHTON VIC ss",9750000,18 Sep 2018,private treaty,5,4,5.0,983.0,House
"80 Eastern Ridge,HIDDEN VALLEY VIC ss",1020000,03 Aug 2018,private treaty,5,4,5.0,983.0,House
"155 Summerhill Road,GLEN IRIS VIC ss",2700000,26 May 2018,auction,5,4,5.0,983.0,House
"1 Riverview Road,ESSENDON VIC ss1,",5500000,01 Mar 2018,private treaty,5,4,5.0,402.0,House
"126 Pyalong Road,LANCEFIELD VIC ss",960000,01 Feb 2018,private treaty,5,4,5.0,402.0,House
"19 Furphy Ave,KIALLA VIC ss",325000,15 Jan 2018,private treaty,5,4,5.0,402.0,House
"41 Meadowvale Drive,GROVEDALE VIC ss3,",1525000,16 Nov 2017,private treaty,5,4,5.0,910.0,House
"15 Hayes Street,BENTLEIGH VIC ss",3088000,16 Oct 2017,private treaty,5,4,5.0,910.0,House
"443 Wattletree Road,MALVERN EAST VIC ss",3980000,06 Oct 2017,sold prior to auction,5,4,5.0,910.0,House
"3 Mowbray Street,HAWTHORN EAST VIC ss",5300000,16 Sep 2017,auction,5,4,5.0,910.0,House
"1 Faversham Road,CANTERBURY VIC ss",5280000,14 Aug 2017,private treaty,5,4,5.0,743.0,House
"9 Frank Street,BALWYN NORTH VIC ss",5180000,24 Jun 2017,private treaty,5,4,5.0,743.0,House
"23 Wallace Drive,GREENVALE VIC ss",830000,30 May 2017,auction,5,4,5.0,602.0,House
"15 Summerhill Road,MONTROSE VIC ss",740000,20 May 2017,private treaty,5,4,5.0,960.0,House
"184 Mount Pleasant Road,ELTHAM VIC ss4.05ha",2581000,29 Apr 2017,private treaty,5,4,5.0,960.0,House
"11 Mahoneys Court,WARRANDYTE VIC ss3,",2050000,26 Feb 2017,private treaty,5,4,5.0,970.0,House
"255 Kangaroo Ground-Warrandyte Road,KANGAROO GROUND VIC ss",1900000,04 Dec 2016,private treaty,5,4,5.0,970.0,House
"7 Shakespeare Grove,HAWTHORN VIC ss",9750000,23 Nov 2016,private treaty,5,4,5.0,970.0,House
"7 Shakespeare Grove,HAWTHORN VIC ss",9750000,23 Nov 2016,private treaty,5,4,5.0,970.0,House
"39 Wildflower Drive,POMONAL VIC ss1.21ha",422500,21 Oct 2016,private treaty,5,4,5.0,970.0,House
"2-6 Tills Drive,WARRANDYTE VIC ss1.21ha",2415000,13 Sep 2016,private treaty,5,4,5.0,970.0,House
"44-62 Happy Hollow Drive,PLENTY VIC ss2.02ha",1550000,19 Aug 2016,private treaty,5,4,5.0,970.0,House
"82 Perversi Avenue,DIAMOND CREEK VIC ss8,",1315000,24 May 2016,private treaty,5,4,5.0,562.0,House
"15 Watt Avenue,OAK PARK VIC ss",1200000,23 Mar 2016,private treaty,5,4,5.0,792.0,House
"30 Balwyn Road,CANTERBURY VIC ss",7400000,23 Nov 2015,private treaty,5,4,5.0,792.0,House
"25 Anningie Park Place,CROYDON NORTH VIC ss1,",1300000,29 Oct 2015,private treaty,5,4,5.0,251.0,House
"31 Bass Street,MCCRAE VIC ss",950000,22 Sep 2015,private treaty,5,4,5.0,251.0,House
"5-7 Charles Street,MOUNT WAVERLEY VIC ss1,",2888000,15 Sep 2015,private treaty,5,4,5.0,319.0,House
"121 Balnarring Road,BALNARRING VIC ss19.02ha",1590000,11 Aug 2015,private treaty,5,4,5.0,319.0,House
"15 Caravelle Court,BERWICK VIC ss6,",1700000,11 Aug 2015,private treaty,5,4,5.0,95.0,House
"10 Hill Edge Court,LYSTERFIELD SOUTH VIC ss2,",1240000,22 Apr 2015,private treaty,5,4,5.0,340.0,House
"11 Wembley Garden Gardens,DONVALE VIC ss3,",3608888,14 Apr 2015,private treaty,5,4,5.0,556.0,House
"7 Davies Street,BRIGHTON EAST VIC ss",2250000,28 Mar 2015,auction,5,4,5.0,556.0,House
"15 Castaway Court,PATTERSON LAKES VIC ss1,",3000000,23 Mar 2015,private treaty,5,4,5.0,500.0,House
"21 Silkwood Way,ROWVILLE VIC ss2,",1265000,28 Nov 2014,private treaty,5,4,5.0,384.0,House
"23 Roswell Street,GLEN WAVERLEY VIC ss",2088000,14 Nov 2014,private treaty,5,4,5.0,850.0,House
"59 Medina Road,GLEN WAVERLEY VIC ss",2580000,23 Aug 2014,auction,5,4,5.0,725.0,House
"17 Rosedale Grove,FRANKSTON SOUTH VIC ss",1360000,29 Mar 2014,auction,5,4,5.0,725.0,House
"12 Bunyip Court,PLENTY VIC ss",1520000,09 Dec 2013,private treaty,5,4,5.0,725.0,House
"237 High Street,AVOCA VIC ss",360000,20 Nov 2013,private treaty,5,4,5.0,725.0,House
"598 Hull Road,LILYDALE VIC ss",1100000,29 Oct 2013,private treaty,5,4,5.0,725.0,House
"9 Clipper Island,PATTERSON LAKES VIC ss",1300000,26 Sep 2013,private treaty,5,4,5.0,725.0,House
"15 Watt Avenue,OAK PARK VIC ss",975000,29 Apr 2013,auction,5,4,5.0,725.0,House
"34 Glen Avon Terrace,WODONGA VIC ss3,",875000,20 Apr 2013,auction,5,4,5.0,516.0,House
"8A St Leonards Avenue,ST KILDA VIC ss1,",4317000,21 Mar 2013,private treaty,5,4,5.0,386.0,House
"26-28 Victoria Street,BRIGHTON VIC ss",5500000,14 Mar 2013,auction,5,4,5.0,386.0,House
"23 Jardine Street,CORRYONG VIC ss",415000,24 Sep 2012,private treaty,5,4,5.0,386.0,House
ASPENDALE VIC ss,2220000,31 Aug 2012,private treaty,5,4,5.0,386.0,House
"11 Blackwood Grove,PLENTY VIC ss4,",2200000,23 Jul 2012,private treaty,5,4,5.0,0.0,House
"16 Forrest Hill Grove,LYSTERFIELD SOUTH VIC ss",1160000,24 Nov 2010,private treaty,5,4,5.0,0.0,House
"40 Websters Road,TEMPLESTOWE VIC ss",1500000,19 Jun 2010,auction,5,4,5.0,0.0,House
"4 Sang Court,RINGWOOD VIC ss",640000,27 Mar 2010,auction,5,4,5.0,0.0,House
"11 Outlook Road,APOLLO BAY VIC ss",683000,12 Dec 2009,private treaty,5,4,5.0,0.0,House
"16 Seymour Avenue,ARMADALE VIC ss",6900000,31 Oct 2023,private treaty,5,5,1.0,519.0,House
"1/53 Evelyn Street,CLAYTON VIC ss",952000,23 Aug 2023,private treaty,5,5,1.0,519.0,Townhouse
"10 Selwood Court,ROWVILLE VIC ss",1417500,04 Jan 2023,auction,5,5,1.0,627.0,House
"2031 Dandenong Road,CLAYTON VIC ss",1100000,22 Oct 2022,auction,5,5,1.0,690.0,House
"30 Rowan Street,BENDIGO VIC ss",1150000,15 Jun 2022,private treaty,5,5,1.0,826.0,House
"25-27 Hume Lane,MOUNT DANDENONG VIC ss3,",951000,10 Jun 2021,private treaty,5,5,1.0,535.0,House
"777 Park Street,BRUNSWICK VIC ss",1790000,21 Sep 2019,private treaty,5,5,1.0,452.0,House
